"TYPES";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"CUMULATIVE MORTALITY";"CUMULATIVE MORTALITY";"YLLs";"YLLs";"YLLs";"YLLs";"YLLs";"YLDs";"YLDs";"YLDs";"YLDs";"YLDs";"YLDs";"DALYs";"DALYs";"DALYs";"DALYs";"DALYs";"DALYs"
"prettyName";"Alive";"HCV+ (incl. treatment)";"HCV+ (excl. treatment)";"HCV treatment (excl. transplant)";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"Cirrhosis";"HCC";"Transplant";"HCV related";"Not related to HCV";"HCV related";"Not related to HCV";"Cirrhosis";"HCC";"Transplant";"HCV related";"Not related to HCV";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"Total";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"HCV related"
"Former-PWID-Will-Relapse_1996";"4189";"1765";"1667";"  88";"1645";" 173";"   2";"   0";NA;"  50";"  15";"   0";"   0";"   1";"   0";"   0";"   2";"   1";"  38";"  27";"  32";"   0";"   0";"  92";"  37";"   0";" 418";"  56";"   1";"   0";" 484";"   0";" 418";"  94";"   3";"   0";" 618"
"Former-PWID-Will-Relapse_1997";"4474";"1874";"1760";"  93";"1730";" 189";"   2";"   0";NA;"  44";"  16";"   0";"   0";"   1";"   0";"   0";"   3";"   1";"  43";"  31";"  33";"   0";"   0";" 110";"  39";"   0";" 439";"  61";"   1";"   0";" 512";"   0";" 439";" 103";"   4";"   0";" 659"
"Former-PWID-Will-Relapse_1998";"4775";"1982";"1863";"  97";"1831";" 208";"   2";"   0";NA;"  57";"  18";"   1";"   0";"   1";"   0";"   0";"   3";"   2";"  50";"  36";"  39";"   0";"   0";" 126";"  60";"   0";" 465";"  67";"   1";"   0";" 545";"   0";" 465";" 115";"   4";"   0";" 708"
"Former-PWID-Will-Relapse_1999";"5109";"2089";"1970";" 105";"1935";" 224";"   2";"   0";NA;"  52";"  18";"   1";"   0";"   1";"   1";"   0";"   3";"   1";"  57";"  41";"  37";"  28";"   0";" 127";"  52";"   0";" 491";"  71";"   1";"   0";" 574";"   0";" 491";" 123";"  31";"   0";" 744"
"Former-PWID-Will-Relapse_2000";"5501";"2195";"2067";" 113";"2023";" 239";"   3";"   0";NA;"  53";"  20";"   1";"   0";"   1";"   1";"   0";"   4";"   2";"  63";"  47";"  49";"  29";"   0";" 148";"  74";"   0";" 514";"  75";"   2";"   0";" 602";"   0";" 514";" 136";"  32";"   0";" 797"
"Former-PWID-Will-Relapse_2001";"5917";"2289";"2151";" 118";"2105";" 256";"   3";"   0";NA;"  50";"  21";"   2";"   0";"   1";"   0";"   0";"   4";"   2";"  73";"  53";"  51";"   0";"   0";" 155";"  77";"   0";" 535";"  80";"   2";"   0";" 631";"   0";" 535";" 149";"   7";"   0";" 830"
"Former-PWID-Will-Relapse_2002";"6270";"2387";"2250";" 124";"2200";" 271";"   3";"   0";NA;"  55";"  22";"   2";"   0";"   2";"   1";"   0";"   5";"   3";"  83";"  60";"  68";"  37";"   0";" 179";" 114";"   0";" 559";"  85";"   2";"   0";" 661";"   0";" 559";" 162";"  42";"   0";" 883"
"Former-PWID-Will-Relapse_2003";"6586";"2478";"2326";" 129";"2274";" 290";"   4";"   0";NA;"  47";"  23";"   2";"   0";"   2";"   1";"   0";"   5";"   3";"  91";"  67";"  66";"  38";"   0";" 191";" 116";"   0";" 578";"  91";"   3";"   0";" 684";"   0";" 578";" 164";"  43";"   0";" 936"
"Former-PWID-Will-Relapse_2004";"6830";"2535";"2375";" 145";"2324";" 310";"   4";"   0";NA;"  34";"  24";"   2";"   0";"   2";"   1";"   0";"   6";"   4";" 102";"  76";"  76";"  38";"   0";" 217";" 151";"   0";" 590";"  97";"   3";"   0";" 705";"   0";" 590";" 188";"  44";"   0";" 976"
"Former-PWID-Will-Relapse_2005";"7026";"2575";"2405";" 161";"2359";" 329";"   4";"   0";NA;"  45";"  24";"   2";"   0";"   2";"   1";"   0";"   6";"   4";" 112";"  83";"  85";"  42";"   0";" 222";" 163";"   0";" 599";" 102";"   3";"   0";" 718";"   0";" 599";" 203";"  48";"   0";" 994"
"Former-PWID-Will-Relapse_2006";"7203";"2626";"2428";" 173";"2400";" 343";"   4";"   0";NA;"  37";"  24";"   2";"   0";"   2";"   1";"   0";"   6";"   5";" 123";"  92";"  82";"  50";"   0";" 219";" 179";"   0";" 610";" 106";"   3";"   0";" 734";"   0";" 610";" 199";"  56";"   0";"1000"
"Former-PWID-Will-Relapse_2007";"7361";"2643";"2441";" 183";"2411";" 360";"   4";"   0";NA;"  38";"  26";"   2";"   0";"   2";"   1";"   0";"   6";"   5";" 132";" 104";"  82";"  45";"   0";" 220";" 171";"   0";" 612";" 111";"   3";"   0";" 742";"   0";" 612";" 205";"  50";"   0";"1015"
"Former-PWID-Will-Relapse_2008";"7458";"2634";"2415";" 198";"2402";" 374";"   4";"   0";NA;"  19";"  25";"   3";"   0";"   2";"   2";"   0";"   6";"   6";" 145";" 114";"  83";"  51";"   0";" 238";" 199";"   0";" 610";" 113";"   3";"   0";" 742";"   0";" 610";" 211";"  55";"   0";"1038"
"Former-PWID-Will-Relapse_2009";"7533";"2601";"2365";" 202";"2360";" 384";"   5";"   0";NA;"  29";"  24";"   3";"   0";"   2";"   2";"   0";"   6";"   6";" 158";" 127";"  74";"  58";"   0";" 221";" 215";"   0";" 599";" 116";"   3";"   0";" 737";"   0";" 599";" 211";"  63";"   0";"1017"
"Former-PWID-Will-Relapse_2010";"7593";"2578";"2331";" 210";"2339";" 396";"   5";"   0";NA;"  33";"  24";"   3";"   0";"   2";"   2";"   0";"   7";"   7";" 169";" 139";"  83";"  59";"   0";" 239";" 233";"   0";" 594";" 118";"   3";"   0";" 732";"   0";" 594";" 218";"  65";"   0";"1035"
"Former-PWID-Will-Relapse_2011";"7644";"2552";"2289";" 219";"2306";" 404";"   5";"   0";NA;"  31";"  24";"   3";"   0";"   3";"   2";"   0";"   7";"   7";" 181";" 152";"  90";"  60";"   0";" 250";" 242";"   0";" 586";" 120";"   3";"   0";" 727";"   0";" 586";" 224";"  66";"   0";"1033"
"Former-PWID-Will-Relapse_2012";"7677";"2495";"2232";" 227";"2249";" 414";"   5";"   0";NA;"  23";"  23";"   3";"   0";"   3";"   2";"   0";"   8";"   8";" 194";" 167";"  79";"  58";"   0";" 258";" 258";"   0";" 571";" 123";"   3";"   0";" 717";"   0";" 571";" 221";"  64";"   0";"1030"
"Former-PWID-Will-Relapse_2013";"7701";"2434";"2175";" 227";"2189";" 420";"   5";"   0";NA;"  23";"  23";"   3";"   0";"   3";"   2";"   0";"   7";"   9";" 207";" 182";"  89";"  63";"   0";" 239";" 280";"   0";" 556";" 124";"   3";"   0";" 705";"   0";" 556";" 233";"  68";"   0";"1001"
"Former-PWID-Will-Relapse_2014";"7695";"2390";"2124";" 234";"2142";" 418";"   5";"   0";NA;"  22";"  21";"   4";"   0";"   3";"   2";"   0";"   7";"  10";" 218";" 198";"  82";"  46";"   0";" 233";" 289";"   0";" 544";" 122";"   3";"   0";" 692";"   0";" 544";" 229";"  52";"   0";" 983"
"Former-PWID-Will-Relapse_2015";"7681";"2331";"2056";" 235";"2093";" 420";"   5";"   0";NA;"  21";"  20";"   3";"   0";"   3";"   2";"   0";"   7";"  11";" 232";" 215";"  84";"  51";"   0";" 231";" 306";"   0";" 532";" 124";"   3";"   0";" 681";"   0";" 532";" 227";"  58";"   0";" 973"
"Former-PWID-Will-Relapse_2016";"7675";"2266";"2002";" 241";"2025";" 420";"   4";"   0";NA;"  21";"  21";"   3";"   0";"   3";"   2";"   0";"   7";"  12";" 246";" 233";"  82";"  47";"   0";" 225";" 317";"   0";" 514";" 124";"   3";"   0";" 662";"   0";" 514";" 227";"  52";"   0";" 935"
"Former-PWID-Will-Relapse_2017";"7649";"2210";"1933";" 243";"1971";" 422";"   5";"   0";NA;"  20";"  20";"   3";"   0";"   2";"   2";"   0";"   7";"  13";" 256";" 253";"  71";"  52";"   0";" 209";" 329";"   0";" 501";" 124";"   3";"   0";" 650";"   0";" 501";" 217";"  60";"   1";" 917"
"Former-PWID-Will-Relapse_2018";"7632";"2140";"1863";" 240";"1904";" 424";"   5";"   0";NA;"  20";"  18";"   3";"   0";"   3";"   2";"   0";"   7";"  14";" 269";" 273";"  77";"  43";"   0";" 231";" 353";"   0";" 484";" 125";"   3";"   0";" 628";"   0";" 484";" 215";"  48";"   1";" 923"
"Former-PWID-Will-Relapse_2019";"7602";"2079";"1792";" 246";"1839";" 419";"   4";"   1";NA;"  19";"  18";"   3";"   1";"   2";"   2";"   0";"   7";"  15";" 279";" 296";"  62";"  41";"   0";" 210";" 366";"   0";" 467";" 123";"   3";"   1";" 613";"   0";" 467";" 211";"  47";"   1";" 875"
"Former-PWID-Will-Relapse_2020";"7590";"2002";"1721";" 246";"1773";" 417";"   4";"   0";NA;"  19";"  17";"   3";"   0";"   2";"   1";"   0";"   7";"  17";" 291";" 322";"  63";"  33";"   0";" 201";" 392";"   0";" 450";" 124";"   3";"   0";" 593";"   0";" 450";" 205";"  39";"   1";" 836"
"Former-PWID-Will-Relapse_2021";"7565";"1942";"1653";" 247";"1701";" 413";"   4";"   0";NA;"  19";"  16";"   3";"   0";"   2";"   2";"   0";"   7";"  18";" 302";" 344";"  59";"  39";"   0";" 197";" 396";"   0";" 432";" 121";"   3";"   0";" 576";"   0";" 432";" 201";"  46";"   1";" 828"
"Former-PWID-Will-Relapse_2022";"7527";"1874";"1586";" 245";"1632";" 405";"   4";"   1";NA;"  18";"  16";"   3";"   1";"   2";"   2";"   0";"   7";"  19";" 314";" 374";"  61";"  42";"   0";" 182";" 410";"   0";" 415";" 121";"   3";"   1";" 561";"   0";" 415";" 200";"  47";"   1";" 806"
"Former-PWID-Will-Relapse_2023";"7485";"1813";"1533";" 252";"1579";" 396";"   4";"   1";NA;"  18";"  15";"   4";"   1";"   3";"   2";"   0";"   7";"  20";" 324";" 404";"  63";"  30";"   0";" 167";" 427";"   0";" 401";" 119";"   3";"   1";" 546";"   0";" 401";" 197";"  36";"   1";" 775"
"Former-PWID-Will-Relapse_2024";"7442";"1755";"1471";" 247";"1517";" 393";"   3";"   1";NA;"  18";"  14";"   3";"   1";"   2";"   1";"   0";"   6";"  22";" 336";" 434";"  45";"  27";"   0";" 154";" 437";"   0";" 385";" 117";"   2";"   1";" 528";"   0";" 385";" 189";"  34";"   1";" 744"
"Former-PWID-Will-Relapse_2025";"7403";"1703";"1425";" 247";"1473";" 386";"   3";"   1";NA;"  17";"  14";"   3";"   1";"   2";"   1";"   0";"   6";"  25";" 349";" 468";"  52";"  25";"   0";" 148";" 450";"   0";" 374";" 116";"   2";"   1";" 515";"   0";" 374";" 182";"  31";"   1";" 720"
"Former-PWID-Will-Relapse_2026";"7359";"1650";"1369";" 247";"1416";" 383";"   4";"   0";NA;"  17";"  13";"   3";"   0";"   2";"   1";"   0";"   6";"  26";" 361";" 503";"  40";"  21";"   0";" 142";" 475";"   0";" 360";" 115";"   3";"   0";" 500";"   0";" 360";" 181";"  26";"   1";" 695"
"Former-PWID-Will-Relapse_2027";"7329";"1612";"1324";" 250";"1369";" 373";"   3";"   1";NA;"  17";"  12";"   3";"   1";"   2";"   1";"   0";"   6";"  28";" 372";" 540";"  41";"  28";"   0";" 137";" 481";"   0";" 348";" 113";"   2";"   1";" 490";"   0";" 348";" 177";"  32";"   1";" 684"
"Former-PWID-Will-Relapse_2028";"7292";"1564";"1281";" 248";"1331";" 362";"   3";"   1";NA;"  16";"  12";"   3";"   1";"   2";"   1";"   0";"   6";"  30";" 382";" 581";"  40";"  23";"   0";" 134";" 469";"   0";" 338";" 111";"   2";"   1";" 475";"   0";" 338";" 175";"  27";"   1";" 653"
"Former-PWID-Will-Relapse_2029";"7258";"1522";"1233";" 245";"1282";" 350";"   3";"   1";NA;"  16";"  11";"   2";"   1";"   2";"   1";"   0";"   5";"  32";" 394";" 622";"  28";"  18";"   0";" 115";" 507";"   0";" 326";" 107";"   2";"   1";" 460";"   0";" 326";" 156";"  23";"   1";" 624"
"Former-PWID-Will-Relapse_2030";"7209";"1459";"1190";" 242";"1239";" 341";"   3";"   1";NA;"  15";"  11";"   3";"   1";"   2";"   1";"   0";"   6";"  33";" 405";" 664";"  37";"  15";"   0";" 119";" 506";"   0";" 315";" 106";"   2";"   1";" 446";"   0";" 315";" 167";"  21";"   1";" 614"
"Former-PWID-Wont-Relapse_1973";" 5";" 1";" 1";" 0";" 1";" 0";" 0";" 0";NA;" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"Former-PWID-Wont-Relapse_1974";"20";" 7";" 7";" 0";" 7";" 0";" 0";" 0";NA;" 1";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 2";" 0";" 0";" 0";" 2";" 0";" 2";" 0";" 0";" 0";" 2"
"Former-PWID-Wont-Relapse_1975";"39";"14";"14";" 0";"14";" 0";" 0";" 0";NA;" 1";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 4";" 0";" 0";" 0";" 4";" 0";" 4";" 0";" 0";" 0";" 4"
"Former-PWID-Wont-Relapse_1976";"65";"25";"24";" 0";"25";" 0";" 0";" 0";NA;" 1";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 6";" 0";" 0";" 0";" 6";" 0";" 6";" 0";" 0";" 0";" 6"
"Former-PWID-Wont-Relapse_1977";"98";"39";"38";" 0";"38";" 0";" 0";" 0";NA;" 2";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"10";" 0";" 0";" 0";"10";" 0";"10";" 0";" 0";" 0";"10"
"Former-PWID-Wont-Relapse_1978";"137";" 57";" 54";"  0";" 55";"  0";"  0";"  0";NA;"  2";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 14";"  0";"  0";"  0";" 15";"  0";" 14";"  0";"  0";"  0";" 15"
"Former-PWID-Wont-Relapse_1979";"182";" 77";" 73";"  1";" 74";"  1";"  0";"  0";NA;"  2";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 19";"  0";"  0";"  0";" 20";"  0";" 19";"  0";"  0";"  0";" 20"
"Former-PWID-Wont-Relapse_1980";"234";" 99";" 95";"  2";" 95";"  2";"  0";"  0";NA;"  3";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 24";"  1";"  0";"  0";" 26";"  0";" 24";"  1";"  0";"  0";" 27"
"Former-PWID-Wont-Relapse_1981";"292";"126";"120";"  3";"120";"  3";"  0";"  0";NA;"  3";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 30";"  1";"  0";"  0";" 33";"  0";" 30";"  1";"  0";"  0";" 34"
"Former-PWID-Wont-Relapse_1982";"358";"154";"146";"  4";"146";"  5";"  0";"  0";NA;"  4";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 37";"  2";"  0";"  0";" 41";"  0";" 37";"  2";"  0";"  0";" 41"
"Former-PWID-Wont-Relapse_1983";"422";"185";"175";"  5";"175";"  7";"  0";"  0";NA;"  4";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 44";"  2";"  0";"  0";" 49";"  0";" 44";"  2";"  0";"  0";" 50"
"Former-PWID-Wont-Relapse_1984";"497";"215";"203";"  7";"203";" 10";"  0";"  0";NA;"  3";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 52";"  3";"  0";"  0";" 57";"  0";" 52";"  4";"  0";"  0";" 58"
"Former-PWID-Wont-Relapse_1985";"580";"247";"234";"  8";"232";" 13";"  0";"  0";NA;"  4";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 59";"  4";"  0";"  0";" 66";"  0";" 59";"  4";"  0";"  0";" 67"
"Former-PWID-Wont-Relapse_1986";"670";"285";"269";" 10";"268";" 17";"  0";"  0";NA;"  4";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 68";"  6";"  0";"  0";" 76";"  0";" 68";"  6";"  0";"  0";" 78"
"Former-PWID-Wont-Relapse_1987";"762";"317";"300";" 11";"297";" 21";"  0";"  0";NA;"  4";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 75";"  7";"  0";"  0";" 85";"  0";" 75";"  7";"  0";"  0";" 87"
"Former-PWID-Wont-Relapse_1988";"865";"355";"335";" 14";"333";" 26";"  0";"  0";NA;"  4";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  1";"  1";"  0";"  0";"  0";"  0";"  0";"  0";" 85";"  8";"  0";"  0";" 96";"  0";" 85";"  8";"  0";"  0";" 99"
"Former-PWID-Wont-Relapse_1989";"973";"395";"372";" 15";"366";" 32";"  0";"  0";NA;"  4";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  2";"  1";"  0";"  0";"  0";"  0";"  0";"  0";" 93";" 10";"  0";"  0";"107";"  0";" 93";" 10";"  0";"  0";"110"
"Former-PWID-Wont-Relapse_1990";"1088";" 432";" 407";"  18";" 402";"  37";"   0";"   0";NA;"   3";"   2";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   3";"   2";"   0";"   0";"   0";"   0";"   0";"   0";" 102";"  11";"   0";"   0";" 118";"   0";" 102";"  12";"   0";"   0";" 124"
"Former-PWID-Wont-Relapse_1991";"1200";" 470";" 443";"  20";" 437";"  44";"   0";"   0";NA;"   6";"   2";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   4";"   3";"   0";"   0";"   0";"   0";"   0";"   0";" 111";"  14";"   0";"   0";" 128";"   0";" 111";"  15";"   0";"   0";" 135"
"Former-PWID-Wont-Relapse_1992";"1318";" 515";" 486";"  22";" 474";"  51";"   0";"   0";NA;"   5";"   3";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   5";"   3";"   0";"   0";"   0";"   0";"   0";"   0";" 120";"  16";"   0";"   0";" 141";"   0";" 120";"  17";"   0";"   0";" 150"
"Former-PWID-Wont-Relapse_1993";"1447";" 561";" 529";"  25";" 516";"  58";"   0";"   0";NA;"   7";"   3";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   7";"   4";"   0";"   0";"   0";"   0";"   0";"   0";" 131";"  18";"   0";"   0";" 155";"   0";" 131";"  20";"   0";"   0";" 165"
"Former-PWID-Wont-Relapse_1994";"1581";" 609";" 571";"  28";" 557";"  66";"   0";"   0";NA;"   6";"   3";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   8";"   5";"   0";"   0";"   0";"   0";"   0";"   0";" 141";"  20";"   0";"   0";" 170";"   0";" 141";"  22";"   0";"   0";" 180"
"Former-PWID-Wont-Relapse_1995";"1722";" 658";" 619";"  31";" 604";"  75";"   0";"   0";NA;"   7";"   4";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"  10";"   7";"   0";"   0";"   0";"   0";"   0";"   0";" 153";"  23";"   0";"   0";" 184";"   0";" 153";"  25";"   0";"   0";" 202"
"Former-PWID-Wont-Relapse_1996";"1881";" 716";" 672";"  33";" 652";"  83";"   0";"   0";NA;"   8";"   5";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"  12";"   8";"   0";"   0";"   0";"   0";"   0";"   0";" 166";"  25";"   0";"   0";" 200";"   0";" 166";"  29";"   1";"   0";" 227"
"Former-PWID-Wont-Relapse_1997";"2044";" 773";" 726";"  37";" 702";"  93";"   0";"   0";NA;"   6";"   5";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  15";"  10";"   0";"   0";"   0";"  33";"   0";"   0";" 178";"  28";"   0";"   0";" 215";"   0";" 178";"  32";"   1";"   0";" 260"
"Former-PWID-Wont-Relapse_1998";"2222";" 825";" 774";"  40";" 751";" 102";"   1";"   0";NA;"   8";"   6";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  18";"  12";"   0";"   0";"   0";"  31";"   0";"   0";" 191";"  31";"   1";"   0";" 232";"   0";" 191";"  37";"   1";"   0";" 280"
"Former-PWID-Wont-Relapse_1999";"2411";" 876";" 824";"  43";" 798";" 115";"   1";"   0";NA;"   8";"   6";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  21";"  15";"   0";"   0";"   0";"  38";"   0";"   0";" 203";"  34";"   1";"   0";" 247";"   0";" 203";"  40";"   1";"   0";" 302"
"Former-PWID-Wont-Relapse_2000";"2625";" 939";" 883";"  48";" 852";" 127";"   1";"   0";NA;"   8";"   6";"   0";"   0";"   0";"   0";"   0";"   1";"   1";"  24";"  18";"   0";"   0";"   0";"  41";"  16";"   0";" 216";"  38";"   1";"   0";" 265";"   0";" 216";"  48";"   1";"   0";" 338"
"Former-PWID-Wont-Relapse_2001";"2848";" 997";" 935";"  51";" 903";" 139";"   1";"   0";NA;"   7";"   7";"   0";"   0";"   0";"   0";"   0";"   1";"   1";"  28";"  21";"   0";"   0";"   0";"  41";"  28";"   0";" 229";"  42";"   1";"   0";" 282";"   0";" 229";"  50";"   1";"   0";" 350"
"Former-PWID-Wont-Relapse_2002";"3069";"1057";" 993";"  54";" 958";" 152";"   1";"   0";NA;"   9";"   8";"   0";"   0";"   0";"   0";"   0";"   2";"   1";"  33";"  24";"   0";"   0";"   0";"  68";"  35";"   0";" 243";"  45";"   1";"   0";" 299";"   0";" 243";"  60";"   2";"   0";" 390"
"Former-PWID-Wont-Relapse_2003";"3287";"1113";"1046";"  59";"1004";" 164";"   1";"   0";NA;"   7";"   8";"   0";"   0";"   1";"   0";"   0";"   2";"   1";"  38";"  28";"  18";"   0";"   0";"  66";"  42";"   0";" 255";"  49";"   1";"   0";" 317";"   0";" 255";"  81";"   2";"   0";" 411"
"Former-PWID-Wont-Relapse_2004";"3504";"1166";"1090";"  66";"1054";" 179";"   2";"   0";NA;"   4";"   9";"   1";"   0";"   0";"   0";"   0";"   2";"   2";"  43";"  34";"   0";"   0";"   0";"  71";"  51";"   0";" 268";"  54";"   1";"   0";" 332";"   0";" 268";"  69";"   3";"   0";" 433"
"Former-PWID-Wont-Relapse_2005";"3711";"1213";"1126";"  74";"1093";" 193";"   2";"   0";NA;"   6";"  10";"   1";"   0";"   1";"   0";"   0";"   2";"   2";"  48";"  39";"  24";"   0";"   0";"  83";"  49";"   0";" 278";"  57";"   1";"   0";" 346";"   0";" 278";"  91";"   4";"   0";" 463"
"Former-PWID-Wont-Relapse_2006";"3912";"1257";"1160";"  84";"1133";" 207";"   2";"   0";NA;"   5";"  10";"   1";"   0";"   1";"   0";"   0";"   3";"   2";"  54";"  45";"  29";"   0";"   0";"  88";"  75";"   0";" 288";"  62";"   1";"   0";" 363";"   0";" 288";" 105";"   4";"   0";" 488"
"Former-PWID-Wont-Relapse_2007";"4114";"1299";"1192";"  91";"1168";" 221";"   2";"   0";NA;"   5";"  10";"   1";"   0";"   1";"   0";"   0";"   3";"   3";"  63";"  51";"  24";"   0";"   0";" 100";"  98";"   0";" 297";"  66";"   1";"   0";" 376";"   0";" 297";"  96";"   4";"   0";" 504"
"Former-PWID-Wont-Relapse_2008";"4317";"1328";"1211";" 101";"1189";" 237";"   2";"   0";NA;"   2";"  11";"   1";"   0";"   1";"   1";"   0";"   3";"   4";"  72";"  59";"  25";"  19";"   0";" 110";" 112";"   0";" 302";"  69";"   1";"   0";" 385";"   0";" 302";" 105";"  24";"   0";" 529"
"Former-PWID-Wont-Relapse_2009";"4512";"1349";"1226";" 108";"1211";" 251";"   2";"   0";NA;"   4";"  11";"   1";"   0";"   1";"   1";"   0";"   4";"   4";"  78";"  68";"  29";"  14";"   0";" 118";" 115";"   0";" 308";"  73";"   1";"   0";" 395";"   0";" 308";" 115";"  17";"   0";" 543"
"Former-PWID-Wont-Relapse_2010";"4704";"1378";"1241";" 116";"1224";" 262";"   3";"   0";NA;"   5";"  11";"   2";"   0";"   1";"   1";"   0";"   4";"   5";"  85";"  78";"  30";"  23";"   0";" 123";" 133";"   0";" 311";"  77";"   2";"   0";" 403";"   0";" 311";" 119";"  26";"   0";" 558"
"Former-PWID-Wont-Relapse_2011";"4893";"1394";"1255";" 126";"1239";" 276";"   3";"   0";NA;"   4";"  10";"   2";"   0";"   1";"   1";"   0";"   4";"   6";"  93";"  89";"  32";"  21";"   0";" 125";" 156";"   0";" 315";"  80";"   2";"   0";" 412";"   0";" 315";" 130";"  24";"   0";" 571"
"Former-PWID-Wont-Relapse_2012";"5075";"1404";"1250";" 130";"1240";" 288";"   3";"   0";NA;"   3";"  11";"   2";"   0";"   1";"   1";"   0";"   4";"   7";" 100";" 100";"  33";"  26";"   0";" 128";" 176";"   0";" 315";"  84";"   2";"   0";" 418";"   0";" 315";" 133";"  31";"   0";" 582"
"Former-PWID-Wont-Relapse_2013";"5246";"1416";"1256";" 136";"1242";" 297";"   3";"   0";NA;"   3";"  11";"   2";"   0";"   1";"   1";"   0";"   4";"   8";" 111";" 113";"  32";"  28";"   0";" 129";" 196";"   0";" 315";"  86";"   2";"   0";" 423";"   0";" 315";" 139";"  32";"   0";" 590"
"Former-PWID-Wont-Relapse_2014";"5414";"1417";"1246";" 143";"1242";" 309";"   3";"   0";NA;"   3";"  11";"   2";"   0";"   2";"   1";"   0";"   5";"   9";" 121";" 129";"  45";"  29";"   0";" 143";" 221";"   0";" 315";"  90";"   2";"   0";" 425";"   0";" 315";" 152";"  34";"   0";" 606"
"Former-PWID-Wont-Relapse_2015";"5592";"1420";"1246";" 148";"1236";" 319";"   3";"   0";NA;"   2";"  11";"   3";"   0";"   1";"   1";"   0";"   5";"  10";" 130";" 145";"  35";"  26";"   0";" 130";" 245";"   0";" 314";"  93";"   2";"   0";" 429";"   0";" 314";" 151";"  31";"   0";" 595"
"Former-PWID-Wont-Relapse_2016";"5774";"1414";"1229";" 155";"1230";" 328";"   3";"   0";NA;"   2";"  11";"   3";"   0";"   1";"   1";"   0";"   5";"  12";" 139";" 164";"  33";"  33";"   0";" 142";" 264";"   0";" 312";"  96";"   2";"   0";" 428";"   0";" 312";" 150";"  37";"   0";" 607"
